date,maxtemp_c,mintemp_c,avgtemp_c,city,area,country,lat,lon,weekday,day_num,month_num,week,month,year,alpha-3,region_y
2023-10-06,30.3,20.8,25.2,Madrid,Madrid,Spain,40.4,-3.68,friday   ,6.0,10.0,40.0,october  ,3ear,ESP,Europe
2023-10-07,29.6,20.8,25.0,Madrid,Madrid,Spain,40.4,-3.68,saturday ,7.0,10.0,40.0,october  ,3ear,ESP,Europe
2023-10-08,29.1,20.8,24.8,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,8.0,10.0,41.0,october  ,3ear,ESP,Europe
2023-10-09,28.6,20.3,24.4,Madrid,Madrid,Spain,40.4,-3.68,monday   ,9.0,10.0,41.0,october  ,3ear,ESP,Europe
2023-10-10,28.6,19.6,24.0,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,10.0,10.0,41.0,october  ,3ear,ESP,Europe
2023-10-11,27.5,18.4,22.8,Madrid,Madrid,Spain,40.4,-3.68,wednesday,11.0,10.0,41.0,october  ,3ear,ESP,Europe
2023-10-12,27.2,18.4,22.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,12.0,10.0,41.0,october  ,3ear,ESP,Europe
2023-10-13,24.9,17.9,21.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,13.0,10.0,41.0,october  ,3ear,ESP,Europe
2023-10-14,21.5,15.4,17.5,Madrid,Madrid,Spain,40.4,-3.68,saturday ,14.0,10.0,41.0,october  ,3ear,ESP,Europe
2023-10-15,22.0,15.8,18.7,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,15.0,10.0,42.0,october  ,3ear,ESP,Europe
2023-10-16,20.1,15.9,18.2,Madrid,Madrid,Spain,40.4,-3.68,monday   ,16.0,10.0,42.0,october  ,3ear,ESP,Europe
2023-10-17,21.8,16.6,19.0,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,17.0,10.0,42.0,october  ,3ear,ESP,Europe
2023-10-18,19.8,15.8,17.5,Madrid,Madrid,Spain,40.4,-3.68,wednesday,18.0,10.0,42.0,october  ,3ear,ESP,Europe
2023-10-19,16.5,14.2,15.2,Madrid,Madrid,Spain,40.4,-3.68,thursday ,19.0,10.0,42.0,october  ,3ear,ESP,Europe
2023-10-20,15.2,10.4,12.3,Madrid,Madrid,Spain,40.4,-3.68,friday   ,20.0,10.0,42.0,october  ,3ear,ESP,Europe
2023-10-21,15.3,8.9,11.9,Madrid,Madrid,Spain,40.4,-3.68,saturday ,21.0,10.0,42.0,october  ,3ear,ESP,Europe
2023-10-22,18.5,11.1,14.4,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,22.0,10.0,43.0,october  ,3ear,ESP,Europe
2023-10-23,15.8,10.9,12.8,Madrid,Madrid,Spain,40.4,-3.68,monday   ,23.0,10.0,43.0,october  ,3ear,ESP,Europe
2023-10-24,15.1,9.7,12.2,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,24.0,10.0,43.0,october  ,3ear,ESP,Europe
2023-10-25,18.2,11.7,14.2,Madrid,Madrid,Spain,40.4,-3.68,wednesday,25.0,10.0,43.0,october  ,3ear,ESP,Europe
2023-10-26,17.7,12.8,15.1,Madrid,Madrid,Spain,40.4,-3.68,thursday ,26.0,10.0,43.0,october  ,3ear,ESP,Europe
2023-10-27,15.5,10.3,12.8,Madrid,Madrid,Spain,40.4,-3.68,friday   ,27.0,10.0,43.0,october  ,3ear,ESP,Europe
2023-10-28,15.3,11.0,12.9,Madrid,Madrid,Spain,40.4,-3.68,saturday ,28.0,10.0,43.0,october  ,3ear,ESP,Europe
2023-10-29,15.9,12.9,13.9,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,29.0,10.0,44.0,october  ,3ear,ESP,Europe
2023-10-30,14.0,10.8,12.7,Madrid,Madrid,Spain,40.4,-3.68,monday   ,30.0,10.0,44.0,october  ,3ear,ESP,Europe
2023-10-31,12.4,9.1,10.6,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,31.0,10.0,44.0,october  ,3ear,ESP,Europe
2023-11-01,13.9,8.8,11.1,Madrid,Madrid,Spain,40.4,-3.68,wednesday,1.0,11.0,44.0,november ,3ear,ESP,Europe
2023-11-02,15.0,7.4,12.4,Madrid,Madrid,Spain,40.4,-3.68,thursday ,2.0,11.0,44.0,november ,3ear,ESP,Europe
2023-11-03,12.2,7.8,9.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,3.0,11.0,44.0,november ,3ear,ESP,Europe
2023-11-04,14.2,9.1,11.3,Madrid,Madrid,Spain,40.4,-3.68,saturday ,4.0,11.0,44.0,november ,3ear,ESP,Europe
2023-11-05,12.8,7.7,9.8,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,5.0,11.0,45.0,november ,3ear,ESP,Europe
2023-11-06,12.4,7.4,9.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,6.0,11.0,45.0,november ,3ear,ESP,Europe
2023-11-07,12.0,5.8,8.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,7.0,11.0,45.0,november ,3ear,ESP,Europe
2023-11-08,12.2,7.8,9.6,Madrid,Madrid,Spain,40.4,-3.68,wednesday,8.0,11.0,45.0,november ,3ear,ESP,Europe
2023-11-09,14.6,8.7,11.1,Madrid,Madrid,Spain,40.4,-3.68,thursday ,9.0,11.0,45.0,november ,3ear,ESP,Europe
2023-11-10,14.2,8.4,11.1,Madrid,Madrid,Spain,40.4,-3.68,friday   ,10.0,11.0,45.0,november ,3ear,ESP,Europe
2023-11-11,16.3,10.9,13.1,Madrid,Madrid,Spain,40.4,-3.68,saturday ,11.0,11.0,45.0,november ,3ear,ESP,Europe
2023-11-12,18.3,11.7,14.4,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,12.0,11.0,46.0,november ,3ear,ESP,Europe
2023-11-13,17.9,11.4,14.3,Madrid,Madrid,Spain,40.4,-3.68,monday   ,13.0,11.0,46.0,november ,3ear,ESP,Europe
2023-11-14,19.0,11.7,14.9,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,14.0,11.0,46.0,november ,3ear,ESP,Europe
2023-11-15,18.3,12.3,15.1,Madrid,Madrid,Spain,40.4,-3.68,wednesday,15.0,11.0,46.0,november ,3ear,ESP,Europe
2023-11-16,19.7,12.8,15.5,Madrid,Madrid,Spain,40.4,-3.68,thursday ,16.0,11.0,46.0,november ,3ear,ESP,Europe
2023-11-17,18.7,12.6,15.4,Madrid,Madrid,Spain,40.4,-3.68,friday   ,17.0,11.0,46.0,november ,3ear,ESP,Europe
2023-11-18,19.2,11.9,15.1,Madrid,Madrid,Spain,40.4,-3.68,saturday ,18.0,11.0,46.0,november ,3ear,ESP,Europe
2023-11-19,19.6,12.0,15.3,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,19.0,11.0,47.0,november ,3ear,ESP,Europe
2023-11-20,18.5,11.4,14.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,20.0,11.0,47.0,november ,3ear,ESP,Europe
2023-11-21,13.4,8.8,11.2,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,21.0,11.0,47.0,november ,3ear,ESP,Europe
2023-11-22,13.0,7.0,9.5,Madrid,Madrid,Spain,40.4,-3.68,wednesday,22.0,11.0,47.0,november ,3ear,ESP,Europe
2023-11-23,13.2,5.3,8.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,23.0,11.0,47.0,november ,3ear,ESP,Europe
2023-11-24,13.8,6.2,9.5,Madrid,Madrid,Spain,40.4,-3.68,friday   ,24.0,11.0,47.0,november ,3ear,ESP,Europe
2023-11-25,14.7,7.1,10.5,Madrid,Madrid,Spain,40.4,-3.68,saturday ,25.0,11.0,47.0,november ,3ear,ESP,Europe
2023-11-26,13.2,7.6,10.1,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,26.0,11.0,48.0,november ,3ear,ESP,Europe
2023-11-27,14.4,7.4,10.5,Madrid,Madrid,Spain,40.4,-3.68,monday   ,27.0,11.0,48.0,november ,3ear,ESP,Europe
2023-11-28,14.2,9.4,11.3,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,28.0,11.0,48.0,november ,3ear,ESP,Europe
2023-11-29,12.7,10.2,11.6,Madrid,Madrid,Spain,40.4,-3.68,wednesday,29.0,11.0,48.0,november ,3ear,ESP,Europe
2023-11-30,14.7,12.1,12.9,Madrid,Madrid,Spain,40.4,-3.68,thursday ,30.0,11.0,48.0,november ,3ear,ESP,Europe
2023-12-01,13.7,6.7,9.4,Madrid,Madrid,Spain,40.4,-3.68,friday   ,1.0,12.0,48.0,december ,3ear,ESP,Europe
2023-12-02,10.6,5.2,7.4,Madrid,Madrid,Spain,40.4,-3.68,saturday ,2.0,12.0,48.0,december ,3ear,ESP,Europe
2023-12-03,8.7,4.3,6.3,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,3.0,12.0,49.0,december ,3ear,ESP,Europe
2023-12-04,10.5,5.5,7.3,Madrid,Madrid,Spain,40.4,-3.68,monday   ,4.0,12.0,49.0,december ,3ear,ESP,Europe
2023-12-05,8.7,4.8,6.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,5.0,12.0,49.0,december ,3ear,ESP,Europe
2023-12-06,10.0,4.6,7.1,Madrid,Madrid,Spain,40.4,-3.68,wednesday,6.0,12.0,49.0,december ,3ear,ESP,Europe
2023-12-07,9.4,6.4,7.7,Madrid,Madrid,Spain,40.4,-3.68,thursday ,7.0,12.0,49.0,december ,3ear,ESP,Europe
2023-12-08,11.4,7.7,9.0,Madrid,Madrid,Spain,40.4,-3.68,friday   ,8.0,12.0,49.0,december ,3ear,ESP,Europe
2023-12-09,12.9,6.9,9.4,Madrid,Madrid,Spain,40.4,-3.68,saturday ,9.0,12.0,49.0,december ,3ear,ESP,Europe
2023-12-10,13.7,8.3,10.4,Madrid,Madrid,Spain,40.4,-3.68,sunday   ,10.0,12.0,50.0,december ,3ear,ESP,Europe
2023-12-11,13.2,7.8,10.2,Madrid,Madrid,Spain,40.4,-3.68,monday   ,11.0,12.0,50.0,december ,3ear,ESP,Europe
2023-12-12,12.9,9.0,10.8,Madrid,Madrid,Spain,40.4,-3.68,tuesday  ,12.0,12.0,50.0,december ,3ear,ESP,Europe
2023-01-17,4.8,-0.5,2.5,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,17.0,1.0,3.0,january  ,3ear,DEU,Europe
2023-01-18,2.2,-1.5,0.1,Berlin,Berlin,Germany,52.52,13.4,wednesday,18.0,1.0,3.0,january  ,3ear,DEU,Europe
2023-01-19,3.2,-2.3,-0.0,Berlin,Berlin,Germany,52.52,13.4,thursday ,19.0,1.0,3.0,january  ,3ear,DEU,Europe
2023-01-20,2.6,-1.9,0.6,Berlin,Berlin,Germany,52.52,13.4,friday   ,20.0,1.0,3.0,january  ,3ear,DEU,Europe
2023-01-21,3.7,-0.6,1.4,Berlin,Berlin,Germany,52.52,13.4,saturday ,21.0,1.0,3.0,january  ,3ear,DEU,Europe
2023-01-22,1.7,0.5,1.0,Berlin,Berlin,Germany,52.52,13.4,sunday   ,22.0,1.0,4.0,january  ,3ear,DEU,Europe
2023-01-23,2.0,-1.1,0.6,Berlin,Berlin,Germany,52.52,13.4,monday   ,23.0,1.0,4.0,january  ,3ear,DEU,Europe
2023-01-24,2.9,-1.5,0.2,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,24.0,1.0,4.0,january  ,3ear,DEU,Europe
2023-01-25,2.6,-0.9,0.5,Berlin,Berlin,Germany,52.52,13.4,wednesday,25.0,1.0,4.0,january  ,3ear,DEU,Europe
2023-01-26,1.1,-0.1,0.7,Berlin,Berlin,Germany,52.52,13.4,thursday ,26.0,1.0,4.0,january  ,3ear,DEU,Europe
2023-01-27,2.8,-0.8,1.1,Berlin,Berlin,Germany,52.52,13.4,friday   ,27.0,1.0,4.0,january  ,3ear,DEU,Europe
2023-01-28,2.1,-1.6,-0.2,Berlin,Berlin,Germany,52.52,13.4,saturday ,28.0,1.0,4.0,january  ,3ear,DEU,Europe
2023-01-29,2.4,-1.6,0.7,Berlin,Berlin,Germany,52.52,13.4,sunday   ,29.0,1.0,5.0,january  ,3ear,DEU,Europe
2023-01-30,4.9,2.2,3.6,Berlin,Berlin,Germany,52.52,13.4,monday   ,30.0,1.0,5.0,january  ,3ear,DEU,Europe
2023-01-31,4.3,1.7,3.0,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,31.0,1.0,5.0,january  ,3ear,DEU,Europe
2023-02-01,5.2,3.3,4.5,Berlin,Berlin,Germany,52.52,13.4,wednesday,1.0,2.0,5.0,february ,3ear,DEU,Europe
2023-02-02,6.8,0.8,4.1,Berlin,Berlin,Germany,52.52,13.4,thursday ,2.0,2.0,5.0,february ,3ear,DEU,Europe
2023-02-03,7.9,1.7,5.5,Berlin,Berlin,Germany,52.52,13.4,friday   ,3.0,2.0,5.0,february ,3ear,DEU,Europe
2023-02-04,5.2,-0.4,2.9,Berlin,Berlin,Germany,52.52,13.4,saturday ,4.0,2.0,5.0,february ,3ear,DEU,Europe
2023-02-05,2.4,-2.5,-0.4,Berlin,Berlin,Germany,52.52,13.4,sunday   ,5.0,2.0,6.0,february ,3ear,DEU,Europe
2023-02-06,2.8,-3.4,-0.8,Berlin,Berlin,Germany,52.52,13.4,monday   ,6.0,2.0,6.0,february ,3ear,DEU,Europe
2023-02-07,2.0,-4.0,-1.3,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,7.0,2.0,6.0,february ,3ear,DEU,Europe
2023-02-08,4.2,-3.5,-0.6,Berlin,Berlin,Germany,52.52,13.4,wednesday,8.0,2.0,6.0,february ,3ear,DEU,Europe
2023-02-09,3.4,-3.1,-0.2,Berlin,Berlin,Germany,52.52,13.4,thursday ,9.0,2.0,6.0,february ,3ear,DEU,Europe
2023-02-10,4.7,-0.4,1.7,Berlin,Berlin,Germany,52.52,13.4,friday   ,10.0,2.0,6.0,february ,3ear,DEU,Europe
2023-02-11,7.9,3.4,6.1,Berlin,Berlin,Germany,52.52,13.4,saturday ,11.0,2.0,6.0,february ,3ear,DEU,Europe
2023-02-12,9.6,5.7,7.3,Berlin,Berlin,Germany,52.52,13.4,sunday   ,12.0,2.0,7.0,february ,3ear,DEU,Europe
2023-02-13,9.8,3.8,6.3,Berlin,Berlin,Germany,52.52,13.4,monday   ,13.0,2.0,7.0,february ,3ear,DEU,Europe
2023-02-14,8.6,2.3,5.1,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,14.0,2.0,7.0,february ,3ear,DEU,Europe
2023-02-15,10.1,0.4,4.5,Berlin,Berlin,Germany,52.52,13.4,wednesday,15.0,2.0,7.0,february ,3ear,DEU,Europe
2023-02-16,9.8,1.4,5.4,Berlin,Berlin,Germany,52.52,13.4,thursday ,16.0,2.0,7.0,february ,3ear,DEU,Europe
2023-02-17,12.1,6.9,9.3,Berlin,Berlin,Germany,52.52,13.4,friday   ,17.0,2.0,7.0,february ,3ear,DEU,Europe
2023-02-18,8.0,4.0,6.4,Berlin,Berlin,Germany,52.52,13.4,saturday ,18.0,2.0,7.0,february ,3ear,DEU,Europe
2023-02-19,7.9,3.0,5.0,Berlin,Berlin,Germany,52.52,13.4,sunday   ,19.0,2.0,8.0,february ,3ear,DEU,Europe
2023-02-20,9.5,3.4,7.1,Berlin,Berlin,Germany,52.52,13.4,monday   ,20.0,2.0,8.0,february ,3ear,DEU,Europe
2023-02-21,10.1,7.1,9.2,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,21.0,2.0,8.0,february ,3ear,DEU,Europe
2023-02-22,10.5,5.2,7.7,Berlin,Berlin,Germany,52.52,13.4,wednesday,22.0,2.0,8.0,february ,3ear,DEU,Europe
2023-02-23,9.9,5.2,7.2,Berlin,Berlin,Germany,52.52,13.4,thursday ,23.0,2.0,8.0,february ,3ear,DEU,Europe
2023-02-24,5.1,1.1,2.7,Berlin,Berlin,Germany,52.52,13.4,friday   ,24.0,2.0,8.0,february ,3ear,DEU,Europe
2023-02-25,3.4,-0.3,1.4,Berlin,Berlin,Germany,52.52,13.4,saturday ,25.0,2.0,8.0,february ,3ear,DEU,Europe
2023-02-26,3.6,-1.6,0.4,Berlin,Berlin,Germany,52.52,13.4,sunday   ,26.0,2.0,9.0,february ,3ear,DEU,Europe
2023-02-27,4.5,-1.9,0.8,Berlin,Berlin,Germany,52.52,13.4,monday   ,27.0,2.0,9.0,february ,3ear,DEU,Europe
2023-02-28,7.3,-1.1,2.2,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,28.0,2.0,9.0,february ,3ear,DEU,Europe
2023-03-01,8.1,-1.0,3.1,Berlin,Berlin,Germany,52.52,13.4,wednesday,1.0,3.0,9.0,march    ,3ear,DEU,Europe
2023-03-02,9.0,0.0,3.7,Berlin,Berlin,Germany,52.52,13.4,thursday ,2.0,3.0,9.0,march    ,3ear,DEU,Europe
2023-03-03,11.7,0.1,4.5,Berlin,Berlin,Germany,52.52,13.4,friday   ,3.0,3.0,9.0,march    ,3ear,DEU,Europe
2023-03-04,5.9,0.3,4.0,Berlin,Berlin,Germany,52.52,13.4,saturday ,4.0,3.0,9.0,march    ,3ear,DEU,Europe
2023-03-05,4.6,-1.3,1.9,Berlin,Berlin,Germany,52.52,13.4,sunday   ,5.0,3.0,10.0,march    ,3ear,DEU,Europe
2023-03-06,5.2,-1.3,1.2,Berlin,Berlin,Germany,52.52,13.4,monday   ,6.0,3.0,10.0,march    ,3ear,DEU,Europe
2023-03-07,4.0,-1.7,1.5,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,7.0,3.0,10.0,march    ,3ear,DEU,Europe
2023-03-08,3.4,-1.2,0.8,Berlin,Berlin,Germany,52.52,13.4,wednesday,8.0,3.0,10.0,march    ,3ear,DEU,Europe
2023-03-09,2.4,-0.4,1.0,Berlin,Berlin,Germany,52.52,13.4,thursday ,9.0,3.0,10.0,march    ,3ear,DEU,Europe
2023-03-10,10.9,2.8,6.7,Berlin,Berlin,Germany,52.52,13.4,friday   ,10.0,3.0,10.0,march    ,3ear,DEU,Europe
2023-03-11,5.8,-0.5,2.4,Berlin,Berlin,Germany,52.52,13.4,saturday ,11.0,3.0,10.0,march    ,3ear,DEU,Europe
2023-03-12,5.1,0.6,2.4,Berlin,Berlin,Germany,52.52,13.4,sunday   ,12.0,3.0,11.0,march    ,3ear,DEU,Europe
2023-03-13,13.5,4.9,9.1,Berlin,Berlin,Germany,52.52,13.4,monday   ,13.0,3.0,11.0,march    ,3ear,DEU,Europe
2023-03-14,11.2,3.4,9.1,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,14.0,3.0,11.0,march    ,3ear,DEU,Europe
2023-03-15,8.3,0.6,4.0,Berlin,Berlin,Germany,52.52,13.4,wednesday,15.0,3.0,11.0,march    ,3ear,DEU,Europe
2023-03-16,7.9,-0.4,3.8,Berlin,Berlin,Germany,52.52,13.4,thursday ,16.0,3.0,11.0,march    ,3ear,DEU,Europe
2023-03-17,12.7,2.5,7.1,Berlin,Berlin,Germany,52.52,13.4,friday   ,17.0,3.0,11.0,march    ,3ear,DEU,Europe
2023-03-18,16.6,6.8,11.0,Berlin,Berlin,Germany,52.52,13.4,saturday ,18.0,3.0,11.0,march    ,3ear,DEU,Europe
2023-03-19,17.3,7.4,11.8,Berlin,Berlin,Germany,52.52,13.4,sunday   ,19.0,3.0,12.0,march    ,3ear,DEU,Europe
2023-03-20,9.1,5.1,7.0,Berlin,Berlin,Germany,52.52,13.4,monday   ,20.0,3.0,12.0,march    ,3ear,DEU,Europe
2023-03-21,9.5,7.0,8.1,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,21.0,3.0,12.0,march    ,3ear,DEU,Europe
2023-03-22,15.0,8.3,11.2,Berlin,Berlin,Germany,52.52,13.4,wednesday,22.0,3.0,12.0,march    ,3ear,DEU,Europe
2023-03-23,15.6,10.3,12.0,Berlin,Berlin,Germany,52.52,13.4,thursday ,23.0,3.0,12.0,march    ,3ear,DEU,Europe
2023-03-24,16.0,8.5,11.2,Berlin,Berlin,Germany,52.52,13.4,friday   ,24.0,3.0,12.0,march    ,3ear,DEU,Europe
2023-03-25,10.9,7.1,8.7,Berlin,Berlin,Germany,52.52,13.4,saturday ,25.0,3.0,12.0,march    ,3ear,DEU,Europe
2023-03-26,9.4,3.8,7.3,Berlin,Berlin,Germany,52.52,13.4,sunday   ,26.0,3.0,13.0,march    ,3ear,DEU,Europe
2023-03-27,6.7,1.2,3.6,Berlin,Berlin,Germany,52.52,13.4,monday   ,27.0,3.0,13.0,march    ,3ear,DEU,Europe
2023-03-28,7.5,-1.3,3.0,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,28.0,3.0,13.0,march    ,3ear,DEU,Europe
2023-03-29,11.3,2.6,6.6,Berlin,Berlin,Germany,52.52,13.4,wednesday,29.0,3.0,13.0,march    ,3ear,DEU,Europe
2023-03-30,17.3,7.5,11.9,Berlin,Berlin,Germany,52.52,13.4,thursday ,30.0,3.0,13.0,march    ,3ear,DEU,Europe
2023-03-31,14.5,8.6,10.9,Berlin,Berlin,Germany,52.52,13.4,friday   ,31.0,3.0,13.0,march    ,3ear,DEU,Europe
2023-04-01,8.8,2.1,6.3,Berlin,Berlin,Germany,52.52,13.4,saturday ,1.0,4.0,13.0,april    ,3ear,DEU,Europe
2023-04-02,8.3,0.9,4.0,Berlin,Berlin,Germany,52.52,13.4,sunday   ,2.0,4.0,14.0,april    ,3ear,DEU,Europe
2023-04-03,6.4,-0.7,2.5,Berlin,Berlin,Germany,52.52,13.4,monday   ,3.0,4.0,14.0,april    ,3ear,DEU,Europe
2023-04-04,6.2,-2.4,2.4,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,4.0,4.0,14.0,april    ,3ear,DEU,Europe
2023-04-05,5.4,-1.5,2.2,Berlin,Berlin,Germany,52.52,13.4,wednesday,5.0,4.0,14.0,april    ,3ear,DEU,Europe
2023-04-06,11.5,-1.2,5.4,Berlin,Berlin,Germany,52.52,13.4,thursday ,6.0,4.0,14.0,april    ,3ear,DEU,Europe
2023-04-07,7.2,0.0,4.3,Berlin,Berlin,Germany,52.52,13.4,friday   ,7.0,4.0,14.0,april    ,3ear,DEU,Europe
2023-04-08,12.5,5.0,8.3,Berlin,Berlin,Germany,52.52,13.4,saturday ,8.0,4.0,14.0,april    ,3ear,DEU,Europe
2023-04-09,13.0,3.5,8.0,Berlin,Berlin,Germany,52.52,13.4,sunday   ,9.0,4.0,15.0,april    ,3ear,DEU,Europe
2023-04-10,15.6,3.8,10.2,Berlin,Berlin,Germany,52.52,13.4,monday   ,10.0,4.0,15.0,april    ,3ear,DEU,Europe
2023-04-11,11.0,5.6,9.3,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,11.0,4.0,15.0,april    ,3ear,DEU,Europe
2023-04-12,13.8,1.7,8.1,Berlin,Berlin,Germany,52.52,13.4,wednesday,12.0,4.0,15.0,april    ,3ear,DEU,Europe
2023-04-13,12.2,6.5,9.1,Berlin,Berlin,Germany,52.52,13.4,thursday ,13.0,4.0,15.0,april    ,3ear,DEU,Europe
2023-04-14,8.7,5.7,7.0,Berlin,Berlin,Germany,52.52,13.4,friday   ,14.0,4.0,15.0,april    ,3ear,DEU,Europe
2023-04-15,10.8,7.4,8.4,Berlin,Berlin,Germany,52.52,13.4,saturday ,15.0,4.0,15.0,april    ,3ear,DEU,Europe
2023-04-16,11.3,7.6,9.1,Berlin,Berlin,Germany,52.52,13.4,sunday   ,16.0,4.0,16.0,april    ,3ear,DEU,Europe
2023-04-17,11.0,6.0,8.2,Berlin,Berlin,Germany,52.52,13.4,monday   ,17.0,4.0,16.0,april    ,3ear,DEU,Europe
2023-04-18,11.9,4.5,7.6,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,18.0,4.0,16.0,april    ,3ear,DEU,Europe
2023-04-19,8.2,3.1,5.1,Berlin,Berlin,Germany,52.52,13.4,wednesday,19.0,4.0,16.0,april    ,3ear,DEU,Europe
2023-04-20,13.2,3.8,8.5,Berlin,Berlin,Germany,52.52,13.4,thursday ,20.0,4.0,16.0,april    ,3ear,DEU,Europe
2023-04-21,19.1,8.7,13.2,Berlin,Berlin,Germany,52.52,13.4,friday   ,21.0,4.0,16.0,april    ,3ear,DEU,Europe
2023-04-22,20.0,7.7,13.9,Berlin,Berlin,Germany,52.52,13.4,saturday ,22.0,4.0,16.0,april    ,3ear,DEU,Europe
2023-04-23,16.4,10.3,12.7,Berlin,Berlin,Germany,52.52,13.4,sunday   ,23.0,4.0,17.0,april    ,3ear,DEU,Europe
2023-04-24,16.0,8.2,12.5,Berlin,Berlin,Germany,52.52,13.4,monday   ,24.0,4.0,17.0,april    ,3ear,DEU,Europe
2023-04-25,11.2,5.1,7.8,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,25.0,4.0,17.0,april    ,3ear,DEU,Europe
2023-04-26,10.3,2.3,6.4,Berlin,Berlin,Germany,52.52,13.4,wednesday,26.0,4.0,17.0,april    ,3ear,DEU,Europe
2023-04-27,12.0,2.2,7.5,Berlin,Berlin,Germany,52.52,13.4,thursday ,27.0,4.0,17.0,april    ,3ear,DEU,Europe
2023-04-28,13.6,3.3,8.9,Berlin,Berlin,Germany,52.52,13.4,friday   ,28.0,4.0,17.0,april    ,3ear,DEU,Europe
2023-04-29,12.5,8.7,10.6,Berlin,Berlin,Germany,52.52,13.4,saturday ,29.0,4.0,17.0,april    ,3ear,DEU,Europe
2023-04-30,15.7,4.6,9.9,Berlin,Berlin,Germany,52.52,13.4,sunday   ,30.0,4.0,18.0,april    ,3ear,DEU,Europe
2023-05-01,18.8,4.2,11.7,Berlin,Berlin,Germany,52.52,13.4,monday   ,1.0,5.0,18.0,may      ,3ear,DEU,Europe
2023-05-02,12.9,7.3,10.0,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,2.0,5.0,18.0,may      ,3ear,DEU,Europe
2023-05-03,15.4,4.8,9.9,Berlin,Berlin,Germany,52.52,13.4,wednesday,3.0,5.0,18.0,may      ,3ear,DEU,Europe
2023-05-04,18.0,4.3,11.3,Berlin,Berlin,Germany,52.52,13.4,thursday ,4.0,5.0,18.0,may      ,3ear,DEU,Europe
2023-05-05,18.1,7.0,12.7,Berlin,Berlin,Germany,52.52,13.4,friday   ,5.0,5.0,18.0,may      ,3ear,DEU,Europe
2023-05-06,10.8,7.0,8.6,Berlin,Berlin,Germany,52.52,13.4,saturday ,6.0,5.0,18.0,may      ,3ear,DEU,Europe
2023-05-07,14.1,7.8,10.2,Berlin,Berlin,Germany,52.52,13.4,sunday   ,7.0,5.0,19.0,may      ,3ear,DEU,Europe
2023-05-08,16.9,5.1,11.0,Berlin,Berlin,Germany,52.52,13.4,monday   ,8.0,5.0,19.0,may      ,3ear,DEU,Europe
2023-05-09,19.5,6.5,13.0,Berlin,Berlin,Germany,52.52,13.4,tuesday  ,9.0,5.0,19.0,may      ,3ear,DEU,Europe
2023-05-10,17.9,9.5,13.8,Berlin,Berlin,Germany,52.52,13.4,wednesday,10.0,5.0,19.0,may      ,3ear,DEU,Europe
2023-05-11,20.4,11.4,15.8,Berlin,Berlin,Germany,52.52,13.4,thursday ,11.0,5.0,19.0,may      ,3ear,DEU,Europe
2023-05-12,21.1,11.2,16.1,Berlin,Berlin,Germany,52.52,13.4,friday   ,12.0,5.0,19.0,may      ,3ear,DEU,Europe
2023-05-13,21.5,10.8,16.1,Berlin,Berlin,Germany,52.52,13.4,saturday ,13.0,5.0,19.0,may      ,3ear,DEU,Europe
2023-05-14,19.2,9.3,14.9,Berlin,Berlin,Germany,52.52,13.4,sunday   ,14.0,5.0,20.0,may      ,3ear,DEU,Europe
